state_name,year,value
North-Carolina,1990,1.022993848205843
North-Dakota,1990,0.01071303649565536
Ohio,1990,0.5617905463800383
Oklahoma,1990,-0.0664254197034353
Oregon,1990,-0.31070804156544085
Pennsylvania,1990,0.1943878012099418
Rhode-Island,1990,1.3453537077489486
South-Carolina,1990,0.46744548789035534
South-Dakota,1990,0.30694467468305575
Tennessee,1990,0.915906790791361
Texas,1990,0.38932111821107895
Utah,1990,-0.18283724965804637
Vermont,1990,0.6911147472932804
Virginia,1990,0.7019950118748639
Washington,1990,0.2541956869390063
West-Virginia,1990,0.10931455130691248
Wisconsin,1990,0.3756430462269229
Wyoming,1990,0.3569512415872147
Alabama,2000,0.5711097183376559
Alaska,2000,0.43804583222750537
Arizona,2000,-0.025587557588004017
Arkansas,2000,-0.20487226180511087
California,2000,0.03559795575336011
Colorado,2000,0.3768678248916295
Connecticut,2000,0.6942044314694193
Delaware,2000,-0.41170491122770514
Florida,2000,0.1624621671464226
Georgia,2000,-0.18884883871275093
Hawaii,2000,-0.5718496076870174
Idaho,2000,-0.24686970309426925
Illinois,2000,-0.09810094658691426
Indiana,2000,0.3332590966934106
Iowa,2000,0.07538825715043984
Kansas,2000,-0.12112979332965779
Kentucky,2000,-0.16215899393667144
Louisiana,2000,0.2546037196578368
Maine,2000,0.38930350665877356
Maryland,2000,-0.12858267153910674
Massachusetts,2000,0.7336511442745461
Michigan,2000,-0.08016379151950304
Minnesota,2000,-0.46323732723598
Mississippi,2000,-0.14689186724645964
Missouri,2000,-0.07107290964892243
Montana,2000,-0.3519308535614414
Nebraska,2000,-0.036945484487816316
Nevada,2000,-0.6244609966723118
New-Hampshire,2000,0.8537847008145683
New-Jersey,2000,-0.019044015270605286
New-Mexico,2000,0.3019055114359368
New-York,2000,0.4700595308576432
North-Carolina,2000,-0.16461263431530426
North-Dakota,2000,-1.543990534130888
Ohio,2000,0.24125412898352394
Oklahoma,2000,-0.22827742958441988
Oregon,2000,-0.4920346378675582
Pennsylvania,2000,0.2677175414599624
Rhode-Island,2000,0.7857368202573696
South-Carolina,2000,0.0711749586591246
South-Dakota,2000,-0.37072498621970595
Tennessee,2000,0.29100822053909425
Texas,2000,0.3505964382200659
Utah,2000,-0.3011685618820117
Vermont,2000,0.04881607224275086
Virginia,2000,0.1936872044042488
Washington,2000,-0.11502019748348147
West-Virginia,2000,-0.11932501752308866
Wisconsin,2000,-0.29545224533681846
Wyoming,2000,-0.1156360778229164
