state_name,year,value
Georgia,1990,0.13049860155564197
Hawaii,1990,-1.2711458737385075
Idaho,1990,0.9562184159130034
Illinois,1990,0.9873510061313788
Indiana,1990,0.47520260770743594
Iowa,1990,0.27637140776732094
Kansas,1990,0.2180782040027489
Kentucky,1990,1.632901339920653
Louisiana,1990,0.20443294612416452
Maine,1990,1.3662099640011167
Maryland,1990,1.1308555553287194
Massachusetts,1990,1.1899042388856
Michigan,1990,0.3971117054216089
Minnesota,1990,0.3646990180266627
Mississippi,1990,0.9626201947614472
Missouri,1990,1.1777292257858167
Montana,1990,0.30192414375055243
Nebraska,1990,-0.20346781536451441
Nevada,1990,0.7464666653056504
New-Hampshire,1990,0.7634085975406428
New-Jersey,1990,2.0371280716439037
New-Mexico,1990,0.4291252067043656
New-York,1990,0.9130019870839545
